airbnb_listing_id,listing_type,number_of_bedrooms,number_of_bathrooms,number_of_guests,number_of_beds,number_of_reviews,cleaning_fee,star_rating,suburb,star_rating_original,star_rating_clean,available_nights_H_30,available_nights_H_60,available_nights_H_91,mean_available_price_H_30,mean_available_price_H_60,mean_available_price_H_91,median_available_price_H_30,median_available_price_H_60,median_available_price_H_91,n_prices_observed_H_30,n_prices_observed_H_60,n_prices_observed_H_91,p25_price_H_30,p25_price_H_60,p25_price_H_91,p75_price_H_30,p75_price_H_60,p75_price_H_91,static_revenue_proxy_H_30,static_revenue_proxy_H_60,static_revenue_proxy_H_91,unavailability_rate_H_30,unavailability_rate_H_60,unavailability_rate_H_91,unavailable_nights_H_30,unavailable_nights_H_60,unavailable_nights_H_91,has_price_H_30,has_price_H_60,has_price_H_91,is_in_price_av_20jan,is_balanced_panel
957950897214975049,apartamento,2,2.0,6,2,0,460.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
36554147,apartamento,3,2.0,12,3,1,0.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1287046665405488954,apartamento,3,2.0,6,3,0,300.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
612245203931813020,apartamento,4,3.0,9,4,24,300.0,4.920000076293945,Meia Praia,4.920000076293945,4.920000076293945,10.0,33.0,61.0,999.0,990.6060606060606,738.360655737705,999.0,1000.0,500.0,10.0,33.0,61.0,998.0,998.0,400.0,1000.0,1000.0,1000.0,19980.0,27000.0,15000.0,0.6666666666666666,0.45,0.32967032967032966,20.0,27.0,30.0,True,True,True,1,1
789912809555624056,apartamento,2,2.0,5,2,1,200.0,5.0,Centro,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
29008738,apartamento,4,3.0,10,4,46,297.0,5.0,Meia Praia,5.0,5.0,2.0,17.0,45.0,754.0,607.8235294117648,532.6444444444444,754.0,535.0,494.0,2.0,17.0,45.0,754.0,535.0,480.0,754.0,690.0,535.0,21112.0,23005.0,22724.0,0.9333333333333333,0.7166666666666667,0.5054945054945055,28.0,43.0,46.0,True,True,True,1,1
1318818089883482536,apartamento,3,3.0,8,4,0,0.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1242871998993315064,hotel,1,1.0,3,2,0,0.0,0.0,Ilhota,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
47421617,apartamento,2,2.0,5,4,7,260.0,4.710000038146973,Centro,4.710000038146973,4.710000038146973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
41008210,apartamento,3,2.0,6,0,0,0.0,0.0,Varzea,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1090733476410044804,apartamento,3,2.0,6,3,0,350.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1085490619549830143,apartamento,2,2.0,5,4,0,150.0,0.0,Morretes,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
999306668153709930,casa,3,1.0,4,5,2,70.0,5.0,Areal,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1287239325712001279,casa,2,1.0,8,4,0,0.0,0.0,Morretes,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
769009482417170004,apartamento,1,1.0,4,4,17,250.0,4.940000057220459,Morretes,4.940000057220459,4.940000057220459,3.0,27.0,55.0,600.0,652.9629629629629,567.0727272727273,600.0,600.0,480.0,3.0,27.0,55.0,600.0,480.0,480.0,600.0,650.0,600.0,16200.0,19800.0,17280.0,0.9,0.55,0.3956043956043956,27.0,33.0,36.0,True,True,True,1,1
1248660750160789330,apartamento,2,2.0,5,2,0,250.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
23299596,apartamento,2,1.0,6,2,214,100.0,4.920000076293945,Meia Praia,4.920000076293945,4.920000076293945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
39394196,apartamento,3,2.0,8,3,16,300.0,4.809999942779541,Meia Praia,4.809999942779541,4.809999942779541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1318901720877311421,apartamento,3,3.0,10,3,0,0.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
18271241,apartamento,3,3.0,8,4,2,350.0,5.0,Centro,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1062615116593634676,apartamento,1,1.0,4,1,11,180.0,5.0,Meia Praia,5.0,5.0,1.0,14.0,45.0,500.0,471.42857142857144,433.3333333333333,500.0,500.0,400.0,1.0,14.0,45.0,500.0,450.0,400.0,500.0,500.0,500.0,14500.0,23000.0,18400.0,0.9666666666666667,0.7666666666666667,0.5054945054945055,29.0,46.0,46.0,True,True,True,1,1
772603331815027558,apartamento,2,2.0,5,2,16,150.0,4.880000114440918,Morretes,4.880000114440918,4.880000114440918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1299993566911510318,apartamento,2,2.0,6,2,0,300.0,0.0,Morretes,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
627388721154300829,apartamento,3,4.0,8,3,38,270.0,4.869999885559082,Meia Praia,4.869999885559082,4.869999885559082,4.0,15.0,26.0,475.0,530.0,432.6923076923077,475.0,550.0,475.0,4.0,15.0,26.0,400.0,550.0,300.0,550.0,550.0,550.0,12350.0,24750.0,30875.0,0.8666666666666667,0.75,0.7142857142857143,26.0,45.0,65.0,True,True,True,1,1
47260862,apartamento,2,3.0,8,8,24,250.0,5.0,Meia Praia,5.0,5.0,5.0,14.0,44.0,740.0,608.7142857142857,503.09090909090907,700.0,600.0,450.0,5.0,14.0,44.0,700.0,500.0,450.0,800.0,700.0,500.0,17500.0,27600.0,21150.0,0.8333333333333334,0.7666666666666667,0.5164835164835165,25.0,46.0,47.0,True,True,True,1,1
572272775213205053,apartamento,3,3.0,6,1,0,300.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1285199189393260516,outros,1,2.0,4,2,9,0.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1015304393044543814,apartamento,2,1.0,7,4,3,200.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
51983017,apartamento,2,1.0,5,2,41,275.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
819381309416209650,hotel,1,1.0,4,1,2,0.0,5.0,Centro,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1043550848245840713,apartamento,3,3.0,6,4,1,300.0,5.0,Centro,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
812846736460340062,apartamento,2,2.0,5,5,3,180.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
26026295,apartamento,2,2.0,5,3,150,250.0,4.829999923706055,Meia Praia,4.829999923706055,4.829999923706055,4.0,10.0,27.0,635.0,576.5,438.7037037037037,635.0,580.0,390.0,4.0,10.0,27.0,580.0,542.5,340.0,690.0,580.0,555.0,16510.0,29000.0,24960.0,0.8666666666666667,0.8333333333333334,0.7032967032967034,26.0,50.0,64.0,True,True,True,1,1
1130321847856689061,apartamento,2,2.0,6,3,0,200.0,0.0,Centro,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1287797580550004400,apartamento,3,1.0,8,5,5,250.0,5.0,Morretes,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
47195399,apartamento,3,2.0,6,4,0,0.0,0.0,Centro,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
817864674334774461,apartamento,2,2.0,5,2,3,280.0,5.0,Morretes,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1010979576759779598,apartamento,2,2.0,7,4,1,200.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
916052715744473224,apartamento,3,4.0,6,3,12,300.0,4.920000076293945,Meia Praia,4.920000076293945,4.920000076293945,30.0,40.0,40.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,30.0,40.0,40.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,0.0,23000.0,58650.0,0.0,0.3333333333333333,0.5604395604395604,0.0,20.0,51.0,True,True,True,1,1
557836705402909460,apartamento,3,3.0,8,3,0,300.0,0.0,Centro,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1218829864222330185,apartamento,3,4.0,6,3,0,350.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1034921048830735500,apartamento,3,3.0,10,6,1,0.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1057473437993563177,casa,3,1.0,7,1,0,200.0,0.0,Centro,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1082746592587689161,apartamento,3,2.0,6,3,10,300.0,5.0,Tabuleiro dos Oliveiras,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1283595242224047629,apartamento,4,4.0,9,5,0,140.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
39589039,outros,1,1.0,3,1,22,40.0,4.949999809265137,Meia Praia,4.949999809265137,4.949999809265137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
45822839,apartamento,2,1.0,5,3,8,150.0,5.0,Meia Praia,5.0,5.0,8.0,28.0,59.0,520.0,468.92857142857144,427.45762711864404,520.0,520.0,390.0,8.0,28.0,59.0,520.0,390.0,390.0,520.0,520.0,520.0,11440.0,16640.0,12480.0,0.7333333333333333,0.5333333333333333,0.3516483516483517,22.0,32.0,32.0,True,True,True,1,1
30962064,apartamento,3,4.0,10,4,0,0.0,0.0,Morretes,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
47117373,apartamento,2,2.0,8,8,0,250.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1298263687321438249,apartamento,3,3.0,8,3,0,350.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
578087513685013480,apartamento,3,3.0,7,3,3,350.0,4.329999923706055,Meia Praia,4.329999923706055,4.329999923706055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1005970354089765680,apartamento,2,1.0,6,4,4,150.0,4.75,Morretes,4.75,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
45382246,apartamento,5,4.0,12,7,32,250.0,4.630000114440918,Centro,4.630000114440918,4.630000114440918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
39420557,apartamento,3,3.0,8,3,7,250.0,5.0,Meia Praia,5.0,5.0,14.0,33.0,33.0,792.8571428571429,798.4848484848485,798.4848484848485,800.0,800.0,800.0,14.0,33.0,33.0,800.0,750.0,750.0,800.0,850.0,850.0,12800.0,21600.0,46400.0,0.5333333333333333,0.45,0.6373626373626373,16.0,27.0,58.0,True,True,True,1,1
1257997974424903579,apartamento,3,2.0,6,4,1,350.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1057917779583184658,casa,2,1.0,5,2,4,0.0,4.5,Tabuleiro dos Oliveiras,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1036119511987614049,apartamento,2,2.0,4,3,7,300.0,5.0,Leopoldo Zarling,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1207383031689344642,apartamento,1,1.0,4,1,8,150.0,4.880000114440918,Centro,4.880000114440918,4.880000114440918,14.0,37.0,67.0,778.5714285714286,772.972972972973,622.3880597014926,800.0,800.0,500.0,14.0,37.0,67.0,800.0,800.0,400.0,800.0,800.0,800.0,12800.0,18400.0,12000.0,0.5333333333333333,0.38333333333333336,0.26373626373626374,16.0,23.0,24.0,True,True,True,1,1
52596621,apartamento,3,3.0,6,3,11,300.0,5.0,Meia Praia,5.0,5.0,23.0,53.0,84.0,701.695652173913,751.5396226415094,757.3880952380953,700.0,700.0,750.0,23.0,53.0,84.0,700.0,700.0,700.0,700.0,799.0,799.0,4900.0,4900.0,5250.0,0.23333333333333334,0.11666666666666667,0.07692307692307693,7.0,7.0,7.0,True,True,True,1,1
52938019,apartamento,2,3.0,4,2,0,0.0,0.0,Centro,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1297766503358555668,apartamento,4,4.0,10,5,0,400.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1054996940106707859,outros,1,0.0,2,0,2,40.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1084894176510731700,apartamento,3,3.0,8,3,0,299.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
978095320445301654,apartamento,3,3.0,8,4,17,250.0,4.880000114440918,Meia Praia,4.880000114440918,4.880000114440918,12.0,42.0,73.0,800.0,924.4047619047619,871.5753424657535,800.0,900.0,900.0,12.0,42.0,73.0,800.0,800.0,800.0,800.0,900.0,900.0,14400.0,16200.0,16200.0,0.6,0.3,0.1978021978021978,18.0,18.0,18.0,True,True,True,1,1
1079155643925534801,apartamento,2,3.0,4,2,2,250.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1180542460797069093,apartamento,3,2.0,6,3,0,250.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1321186521312194375,casa,4,3.0,14,8,0,400.0,0.0,Ilhota,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
975582815327685318,apartamento,2,3.0,5,3,2,350.0,5.0,Centro,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
18356021,apartamento,2,2.0,5,2,2,300.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
21734892,apartamento,3,2.0,8,6,37,250.0,4.920000076293945,Centro,4.920000076293945,4.920000076293945,3.0,28.0,59.0,700.0,863.9285714285714,754.4067796610169,700.0,800.0,800.0,3.0,28.0,59.0,700.0,800.0,520.0,700.0,963.75,800.0,18900.0,25600.0,25600.0,0.9,0.5333333333333333,0.3516483516483517,27.0,32.0,32.0,True,True,True,1,1
52884842,apartamento,4,4.0,10,4,5,200.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
40885488,apartamento,2,2.0,6,4,21,200.0,4.860000133514404,Meia Praia,4.860000133514404,4.860000133514404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1274231902997199249,apartamento,2,2.0,6,3,1,250.0,5.0,Tabuleiro dos Oliveiras,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
38852725,apartamento,3,2.0,8,5,44,200.0,4.980000019073486,Meia Praia,4.980000019073486,4.980000019073486,10.0,31.0,62.0,664.0,539.741935483871,494.8709677419355,670.0,464.0,450.0,10.0,31.0,62.0,655.0,450.0,450.0,670.0,650.0,460.5,13400.0,13456.0,13050.0,0.6666666666666666,0.48333333333333334,0.31868131868131866,20.0,29.0,29.0,True,True,True,1,1
1079736098275808115,apartamento,3,3.0,6,0,0,500.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1230592260568390825,apartamento,4,3.0,8,4,7,250.0,5.0,Morretes,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
894058910721203586,apartamento,2,2.0,5,2,0,280.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
985716714802993034,apartamento,2,2.0,4,2,12,290.0,5.0,Morretes,5.0,5.0,0.0,17.0,48.0,,500.0,541.3472229166667,,500.0,500.0,0.0,17.0,48.0,,500.0,500.0,,500.0,599.0,,21500.0,21500.0,1.0,0.7166666666666667,0.4725274725274725,30.0,43.0,43.0,False,True,True,1,1
52488813,apartamento,2,1.0,7,5,0,200.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1300621791729361500,apartamento,2,1.0,4,3,0,250.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
53921179,apartamento,2,3.0,7,2,1,280.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1277671971539993475,apartamento,1,1.0,2,1,13,180.0,5.0,Centro,5.0,5.0,0.0,9.0,30.0,,320.05555555555554,281.9166666666667,,342.0,273.5,0.0,9.0,30.0,,253.0,250.0,,342.0,280.75,,17442.0,16683.5,1.0,0.85,0.6703296703296703,30.0,51.0,61.0,False,True,True,1,0
1264422313924262574,apartamento,3,2.0,8,4,0,150.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
22231120,apartamento,1,1.0,4,2,62,100.0,4.96999979019165,Ilhota,4.96999979019165,4.96999979019165,19.0,49.0,80.0,322.36842105263156,323.1394559183674,334.46041675000004,315.0,315.0,341.0,19.0,49.0,80.0,315.0,315.0,315.0,315.0,315.0,350.0,3465.0,3465.0,3751.0,0.36666666666666664,0.18333333333333332,0.12087912087912088,11.0,11.0,11.0,True,True,True,1,0
1260289196704371121,apartamento,2,2.0,6,3,0,250.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
742262889162653132,casa,1,1.0,2,2,14,100.0,4.710000038146973,Sertaozinho,4.710000038146973,4.710000038146973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1288267680714721244,apartamento,3,3.0,10,3,1,300.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
802883982943734959,apartamento,2,2.0,6,5,13,483.0,4.539999961853027,Centro,4.539999961853027,4.539999961853027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1303950296514105598,casa,3,2.0,10,3,1,0.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1234840430009435266,apartamento,3,4.0,7,4,0,450.0,0.0,Centro,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1321134786322096510,apartamento,3,2.0,6,4,1,337.0,5.0,Meia Praia,5.0,5.0,4.0,34.0,65.0,832.0,810.0588235294117,748.2,825.0,743.0,662.0,4.0,34.0,65.0,825.0,644.0,627.0,832.0,846.0,825.0,21450.0,19318.0,17212.0,0.8666666666666667,0.43333333333333335,0.2857142857142857,26.0,26.0,26.0,True,True,True,1,1
1024112378771520860,apartamento,2,3.0,6,2,5,200.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1213260838122562030,apartamento,3,4.0,6,3,1,0.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1297364928111753376,casa,1,1.0,2,1,0,0.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
18395333,apartamento,3,3.0,8,6,63,450.0,4.980000019073486,Meia Praia,4.980000019073486,4.980000019073486,5.0,31.0,59.0,710.0,682.258064516129,611.0169491525423,700.0,600.0,600.0,5.0,31.0,59.0,700.0,600.0,500.0,700.0,800.0,650.0,17500.0,17400.0,19200.0,0.8333333333333334,0.48333333333333334,0.3516483516483517,25.0,29.0,32.0,True,True,True,1,1
1281987799901691070,apartamento,4,5.0,12,5,0,250.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
813302717987803538,apartamento,3,2.0,6,3,1,220.0,5.0,Morretes,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
53844708,apartamento,3,2.0,8,3,19,300.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1248005355816094173,apartamento,1,1.0,4,2,9,190.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
38957661,apartamento,3,3.0,8,3,23,350.0,4.829999923706055,Meia Praia,4.829999923706055,4.829999923706055,2.0,12.0,43.0,900.0,650.0,483.72093023255815,900.0,650.0,400.0,2.0,12.0,43.0,900.0,400.0,400.0,900.0,900.0,400.0,25200.0,31200.0,19200.0,0.9333333333333333,0.8,0.5274725274725275,28.0,48.0,48.0,True,True,True,1,1
1308037006040980456,apartamento,3,3.0,8,4,0,399.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
756694136313805463,apartamento,2,2.0,6,3,7,180.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
46430300,apartamento,3,2.0,8,3,8,250.0,4.630000114440918,Meia Praia,4.630000114440918,4.630000114440918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
742766346462755065,apartamento,4,3.0,10,4,4,350.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1164552650830621688,apartamento,2,1.0,4,5,0,150.0,0.0,Tabuleiro dos Oliveiras,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1044774243475398494,apartamento,3,0.0,8,4,0,400.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
906701409648697471,apartamento,2,2.0,6,3,26,200.0,4.960000038146973,Meia Praia,4.960000038146973,4.960000038146973,5.0,26.0,57.0,698.0,657.6153846153846,542.0175438596491,698.0,598.0,598.0,5.0,26.0,57.0,698.0,598.0,350.0,698.0,698.0,598.0,17450.0,20332.0,20332.0,0.8333333333333334,0.5666666666666667,0.37362637362637363,25.0,34.0,34.0,True,True,True,1,1
31925849,apartamento,2,2.0,4,4,4,200.0,5.0,Tabuleiro dos Oliveiras,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
645112019862188003,apartamento,1,1.0,4,2,8,150.0,5.0,Casa Branca,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
21688662,apartamento,3,2.0,8,3,6,500.0,4.829999923706055,Meia Praia,4.829999923706055,4.829999923706055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1012914270479739624,apartamento,4,2.0,10,6,1,350.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1048767660487985763,casa,4,3.0,8,4,11,0.0,4.820000171661377,Morretes,4.820000171661377,4.820000171661377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
46678933,apartamento,3,3.0,7,4,8,250.0,5.0,Meia Praia,5.0,5.0,16.0,46.0,77.0,650.0,715.2173913043479,729.2207792207793,650.0,650.0,750.0,16.0,46.0,77.0,650.0,650.0,650.0,650.0,750.0,750.0,9100.0,9100.0,10500.0,0.4666666666666667,0.23333333333333334,0.15384615384615385,14.0,14.0,14.0,True,True,True,1,0
35896017,apartamento,3,2.0,8,3,5,450.0,4.599999904632568,Meia Praia,4.599999904632568,4.599999904632568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
31945494,apartamento,3,2.0,8,4,32,100.0,4.78000020980835,Meia Praia,4.78000020980835,4.78000020980835,3.0,29.0,53.0,630.0,729.6551724137931,551.0943396226415,630.0,800.0,630.0,3.0,29.0,53.0,630.0,630.0,280.0,630.0,800.0,800.0,17010.0,24800.0,23940.0,0.9,0.5166666666666667,0.4175824175824176,27.0,31.0,38.0,True,True,True,1,1
1263803469330656434,casa,1,1.0,6,1,0,200.0,0.0,Morretes,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
46120204,apartamento,3,4.0,6,4,0,300.0,0.0,Centro,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1137698308528017474,apartamento,3,2.0,6,4,7,450.0,5.0,Meia Praia,5.0,5.0,6.0,24.0,53.0,657.25,755.7083333333334,668.6792452830189,657.25,710.5,575.0,6.0,24.0,53.0,577.5,672.375,523.0,749.375,889.875,770.0,15774.0,25578.0,21850.0,0.8,0.6,0.4175824175824176,24.0,36.0,38.0,True,True,True,1,1
1278219253454093437,casa,4,2.0,10,5,0,0.0,0.0,Ilhota,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
44425260,apartamento,2,2.0,8,5,6,350.0,5.0,Meia Praia,5.0,5.0,5.0,35.0,66.0,480.0,537.9085714285715,496.6181818181819,500.0,450.0,450.0,5.0,35.0,66.0,450.0,450.0,450.0,500.0,700.0,450.0,12500.0,11250.0,11250.0,0.8333333333333334,0.4166666666666667,0.27472527472527475,25.0,25.0,25.0,True,True,True,1,0
41590719,apartamento,2,1.0,6,4,58,250.0,4.929999828338623,Meia Praia,4.929999828338623,4.929999828338623,10.0,34.0,65.0,470.0,466.1764705882353,392.2692307692308,470.0,450.0,400.0,10.0,34.0,65.0,450.0,400.0,300.0,490.0,490.0,450.0,9400.0,11700.0,10400.0,0.6666666666666666,0.43333333333333335,0.2857142857142857,20.0,26.0,26.0,True,True,True,1,1
1059689073308729902,apartamento,3,3.0,8,3,5,0.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1045592510645908121,apartamento,2,1.0,7,3,20,250.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
38352359,apartamento,3,2.0,8,3,0,350.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1014245162199655907,apartamento,2,2.0,6,2,8,0.0,5.0,Meia Praia,5.0,5.0,0.0,15.0,43.0,,600.0,560.4651162790698,,600.0,600.0,0.0,15.0,43.0,,600.0,500.0,,600.0,600.0,,27000.0,28800.0,1.0,0.75,0.5274725274725275,30.0,45.0,48.0,False,True,True,1,1
994292568172885563,apartamento,3,3.0,6,3,5,250.0,5.0,Meia Praia,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
985445004274818605,outros,1,1.0,2,1,19,0.0,5.0,Centro,5.0,5.0,7.0,34.0,59.0,200.0,176.22058823529412,165.11016949152543,200.0,187.5,150.0,7.0,34.0,59.0,200.0,150.0,150.0,200.0,200.0,200.0,4600.0,4875.0,4800.0,0.7666666666666667,0.43333333333333335,0.3516483516483517,23.0,26.0,32.0,True,True,True,1,0
844800658968351642,apartamento,2,2.0,5,2,0,215.0,0.0,Meia Praia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
